id;d;s;ds;t;wSW;wR;kSW;SW;kR;R;ISBN;not_ISBN;OC;kPt;Pt;wPt;claster
109;3;1489.774744;0.913333333;612.4;0.0;0.5;0;0.0;1;0.5;0.0;1.0;0.0;0;0;0;0
111;3;1423.990899;0.836666667;552.6;0.0;0.75;0;0.0;2;1.5;0.0;0.0;0.0;0;0;0;0
112;3;1600.0;1.0;680.0;0.0;0.0;0;0.0;0;0.0;0.0;0.0;0.0;0;0;0;0
113;3;1292.427759;0.71;453.8;0.5;1.0;1;0.5;2;2.0;0.0;0.0;0.0;0;0;0;-1
114;3;1437.609405;0.78;508.4;0.333333333;0.333333333;4;1.333333333;4;1.333333333;0.25;0.0;0.0;0;0;0;0
115;3;1489.774744;0.913333333;612.4;0.0;0.5;0;0.0;1;0.5;0.0;0.0;0.0;0;0;0;0
116;3;1576.888889;0.985555556;668.7333333;0.0;0.0;0;0.0;0;0.0;0.0;0.0;0.0;0;0;0;0
118;3;1201.768677;0.697777778;444.2666667;1.0;0.0;1;1.0;0;0.0;0.0;1.0;;0;0;0;0
120;3;1448.885855;0.887777778;592.4666667;0.0;0.5;0;0.0;1;0.5;0.5;0.0;0.0;0;0;0;0
121;3;1482.664391;0.913333333;612.4;0.25;0.0;1;0.25;0;0.0;0.0;0.0;0.0;0;0;0;0
122;3;1269.324232;0.74;477.2;0.333333333;1.0;1;0.333333333;1;1.0;0.0;0.0;0.0;0;0;0;-1
123;3;1565.333333;0.978333333;663.1;0.0;0.0;0;0.0;0;0.0;0.0;0.0;0.0;0;0;0;0
125;3;1549.627607;0.956666667;646.2;0.0;0.333333333;0;0.0;1;0.333333333;0.0;0.0;0.0;0;0;0;0
126;3;1558.514979;0.953333333;643.6;0.0;0.291666667;0;0.0;2;0.583333333;0.0;1.0;0.0;0;0;0;0
127;3;1544.887372;0.956666667;646.2;0.0;0.25;0;0.0;1;0.25;0.333333333;0.0;0.0;0;0;0;0
129;3;1500.443231;0.930666667;625.92;0.0;0.2;0;0.0;1;0.2;0.0;0.0;0.0;0;0;0;0
130;3;1471.10201;0.866111111;575.5666667;0.0;0.5;0;0.0;3;1.5;0.0;0.0;0.0;0;0;0;0
131;3;1366.213879;0.805;527.9;0.25;1.0;1;0.25;1;1.0;0.0;1.0;0.0;0;0;0;-1
132;3;1600.0;1.0;680.0;0.0;0.0;0;0.0;0;0.0;0.0;0.25;0.0;0;0;0;0
133;3;1304.878271;0.753333333;487.6;0.5;0.5;1;0.5;2;1.0;0.5;0.0;;0;0;0;0
134;3;1528.882821;0.92;617.6;0.0;0.5;0;0.0;2;1.0;0.0;0.0;0.0;0;0;0;0
138;3;1448.882821;0.87;578.6;0.0;1.0;0;0.0;1;1.0;0.0;0.0;0.0;0;0;0;-1
139;3;1539.109594;0.953055556;643.3833333;0.0;0.25;0;0.0;1;0.25;0.0;0.666666667;0.0;0;0;0;0
140;3;1274.657565;0.743333333;479.8;0.333333333;1.0;1;0.333333333;1;1.0;0.0;0.0;0.0;0;0;0;-1
143;3;1370.65711;0.800666667;524.52;0.375;0.225;2;0.75;2;0.45;0.25;0.0;0.0;0;0;0;0
144;3;1531.729693;0.936;630.08;0.2;0.0;2;0.4;0;0.0;0.0;0.0;0.0;0;0;0;0
146;3;1569.776564;0.974;659.72;0.0;0.2;0;0.0;1;0.2;0.0;0.0;0.0;0;0;0;0
147;3;1565.333333;0.978333333;663.1;0.0;0.0;0;0.0;0;0.0;0.0;0.0;0.0;0;0;0;0
148;3;1571.555556;0.982222222;666.1333333;0.0;0.0;0;0.0;0;0.0;0.333333333;0.0;0.0;0;0;0;0
149;3;1391.544937;0.8075;529.85;0.5;0.25;2;1.0;1;0.25;0.0;0.0;0.0;0;0;0;0
150;3;1458.954115;0.86;570.8;0.291666667;0.291666667;2;0.583333333;2;0.583333333;0.0;0.0;0.0;0;0;0;0
152;3;1482.531513;0.915916667;614.415;0.2;0.0;1;0.2;0;0.0;0.0;0.0;0.0;0;0;0;0
154;3;1575.111111;0.984444444;667.8666667;0.0;0.0;0;0.0;0;0.0;0.0;0.0;0.0;0;0;0;0
155;3;1470.213121;0.865555556;575.1333333;0.0;0.75;0;0.0;2;1.5;0.0;0.0;0.0;0;0;0;0
156;3;1565.333333;0.978333333;663.1;0.0;0.0;0;0.0;0;0.0;0.0;0.0;0.0;0;0;0;0
158;3;1403.540387;0.788333333;514.9;0.0;0.833333333;0;0.0;3;2.5;0.0;0.0;0.0;0;0;0;0
162;3;1441.765643;0.83;547.4;0.0;0.666666667;0;0.0;3;2.0;0.0;0.0;0.0;0;0;0;0
164;3;1549.333333;0.968333333;655.3;0.0;0.0;0;0.0;0;0.0;0.0;0.0;0.0;0;0;0;0
165;3;1549.333333;0.968333333;655.3;0.0;0.0;0;0.0;0;0.0;0.0;0.0;0.0;0;0;0;0
166;3;1457.414941;0.868222222;577.2133333;0.266666667;0.2;2;0.533333333;2;0.4;0.0;0.0;0.0;0;0;0;0
167;3;1508.975958;0.932444444;627.3066667;0.2;0.0;1;0.2;0;0.0;0.0;0.0;0.0;0;0;0;0
170;3;1434.219947;0.883055556;588.7833333;0.25;0.0;1;0.25;0;0.0;0.0;0.0;0.0;0;0;0;0
171;3;1148.728606;0.646851852;404.5444444;1.0;0.5;1;1.0;1;0.5;0.0;0.0;0.0;0;0;0;0
172;3;1557.333333;0.973333333;659.2;0.0;0.0;0;0.0;0;0.0;0.0;0.0;0.0;0;0;0;0
173;3;1539.109594;0.953055556;643.3833333;0.0;0.25;0;0.0;1;0.25;0.0;0.0;0.0;0;0;0;0
175;3;1431.108077;0.876666667;583.8;0.333333333;0.0;1;0.333333333;0;0.0;0.0;0.0;0.0;0;0;0;0
176;3;1338.649223;0.734444444;472.8666667;0.25;0.833333333;1;0.25;3;2.5;0.0;0.333333333;0.0;0;0;0;0
177;3;1500.149804;0.718357753;560.3190476;0.0;0.474358974;0;0.0;13;6.166666667;0.0;1.0;0.0;0;0;0;-1
178;3;1507.108077;0.924166667;620.85;0.0;0.5;0;0.0;1;0.5;0.0;0.0;0.0;0;0;0;0
179;3;1530.666667;0.956666667;646.2;0.0;0.0;0;0.0;0;0.0;0.0;0.0;0.0;0;0;0;0
180;3;1393.177095;0.823333333;542.2;0.5;0.291666667;1;0.5;2;0.583333333;0.0;0.0;0.0;0;0;0;0
181;3;1343.986348;0.76;492.8;0.75;0.0;2;1.5;0;0.0;0.0;0.0;0.0;0;0;0;0
182;3;1544.887372;0.956666667;646.2;0.0;0.25;0;0.0;1;0.25;0.0;0.0;0.0;0;0;0;0
183;3;1544.887372;0.956666667;646.2;0.0;0.25;0;0.0;1;0.25;0.0;0.0;0.0;0;0;0;0
186;3;1387.250664;0.816666667;537.0;0.5;0.333333333;1;0.5;2;0.666666667;0.0;1.0;0.0;0;0;0;0
187;3;1565.333333;0.978333333;663.1;0.0;0.0;0;0.0;0;0.0;0.0;0.0;0.0;0;0;0;0
188;3;1549.333333;0.968333333;655.3;0.0;0.0;0;0.0;0;0.0;0.0;0.0;0.0;0;0;0;0
190;3;1519.99818;0.939333333;632.68;0.2;0.0;1;0.2;0;0.0;0.0;0.0;0.0;0;0;0;0
191;3;1546.66424;0.952444444;642.9066667;0.0;0.2;0;0.0;2;0.4;0.0;0.0;0.0;0;0;0;0
193;3;1564.444444;0.977777778;662.6666667;0.0;0.0;0;0.0;0;0.0;0.0;0.0;0.0;0;0;0;0
195;3;1298.947289;0.72;461.6;0.416666667;0.666666667;2;0.833333333;2;1.333333333;0.333333333;0.0;0.0;0;0;0;0
196;3;1311.397801;0.763333333;495.4;0.5;0.416666667;1;0.5;2;0.833333333;0.0;1.0;0.0;0;0;0;0
197;3;1318.378894;0.749920635;484.9380952;0.5;0.333333333;1;0.5;4;1.333333333;0.0;0.0;0.0;0;0;0;0
198;3;1538.074074;0.961296296;649.8111111;0.0;0.0;0;0.0;0;0.0;0.0;0.0;0.0;0;0;0;0
199;4;2374.0;0.989166667;571.55;0.0;0.0;0;0.0;0;0.0;0.0;0.0;0.0;0;0;0;0
200;4;2113.17482;0.84;455.2;0.291666667;0.416666667;2;0.583333333;2;0.833333333;0.25;0.0;0.0;0;0;0;0
201;4;2262.96094;0.935;529.3;0.0;0.333333333;0;0.0;1;0.333333333;0.0;0.0;0.0;0;0;0;0
205;4;2150.186727;0.873;480.94;0.2;0.333333333;1;0.2;2;0.666666667;0.0;0.0;0.0;0;0;0;0
206;4;2070.65529;0.818333333;438.3;0.25;0.5;1;0.25;3;1.5;0.2;0.0;0.0;0;0;0;0
208;4;2151.281001;0.865555556;475.1333333;0.244444444;0.2;3;0.733333333;1;0.2;0.0;0.0;0.0;0;0;0;0
211;4;2348.0;0.978333333;563.1;0.0;0.0;0;0.0;0;0.0;0.0;0.0;0.0;0;0;0;0
213;4;2033.772469;0.826666667;444.8;0.25;0.5;1;0.25;1;0.5;0.0;0.0;0.0;0;0;0;0
216;4;2130.662116;0.87;478.6;0.5;0.0;1;0.5;0;0.0;0.0;0.0;0.0;0;0;0;0
217;4;2313.19727;0.953166667;543.47;0.0;0.225;0;0.0;2;0.45;0.25;0.0;0.0;0;0;0;0
218;4;2033.17482;0.806666667;429.2;0.375;0.291666667;2;0.75;2;0.583333333;0.0;0.866666667;0.0;0;0;0;0
220;4;2152.528328;0.877333333;484.32;0.25;0.225;1;0.25;2;0.45;0.0;0.0;0.0;0;0;0;0
221;4;2270.514979;0.932222222;527.1333333;0.0;0.291666667;0;0.0;2;0.583333333;0.666666667;0.0;0.0;0;0;0;0
222;4;2197.147668;0.884666667;490.04;0.2;0.333333333;1;0.2;3;1.0;0.0;0.0;0.0;0;0;0;0
223;4;2165.552522;0.890462963;494.5611111;0.333333333;0.0;1;0.333333333;0;0.0;0.0;0.0;0.0;0;0;0;0
226;4;2001.172545;0.784444444;411.8666667;0.416666667;0.416666667;2;0.833333333;2;0.833333333;0.0;0.0;0.0;0;0;0;0
227;4;2163.997725;0.892777778;496.3666667;0.25;0.0;1;0.25;0;0.0;0.0;0.0;0.0;0;0;0;0
230;4;2265.331058;0.935;529.3;0.25;0.0;1;0.25;0;0.0;0.0;0.0;0.0;0;0;0;0
231;4;2314.96094;0.956666667;546.2;0.0;0.333333333;0;0.0;1;0.333333333;0.0;0.0;0.0;0;0;0;0
234;4;2223.875009;0.901333333;503.04;0.0;0.266666667;0;0.0;4;1.066666667;0.0;0.0;0.0;0;0;0;0
