wSW;wR;wPt;SW;R;Pt;kSW;kR;claster;SumID;F;id
0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;179
0.5;0.0;0;0.15873015873015872;0.0;0;0.0;0.0;0;0.6587301587301587;0;180
0.75;0.0;0;0.4761904761904762;0.0;0;0.25;0.0;0;1.4761904761904763;0;181
0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;182
0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;183
0.5;0.0;0;0.15873015873015872;0.0;0;0.0;0.0;0;0.6587301587301587;0;186
0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;187
0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;188
0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;190
0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;191
0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;193
0.416666667;0.0;0;0.26455026444444446;0.19512195118024986;0;0.25;0.0;0;1.1263388826246943;0;195
0.5;0.0;0;0.15873015873015872;0.0;0;0.0;0.0;0;0.6587301587301587;0;196
0.5;0.0;0;0.15873015873015872;0.19512195118024986;0;0.0;0.0;0;0.8538521099104086;0;197
0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;198
0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;199
0.0;0.0;0;0.1851851850793651;0.0;0;0.25;0.0;0;0.4351851850793651;0;200
0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;201
0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;205
0.0;0.0;0;0.0;0.21951219513265915;0;0.0;0.0;0;0.21951219513265915;0;206
0.0;0.0;0;0.23280423269841272;0.0;0;0.375;0.0;0;0.6078042326984128;0;208
0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;211
0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;213
0.5;0.0;0;0.15873015873015872;0.0;0;0.0;0.0;0;0.6587301587301587;0;216
0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;217
0.0;0.0;0;0.2380952380952381;0.0;0;0.25;0.0;0;0.48809523809523814;0;218
0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;220
0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;221
0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;222
0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;223
0.416666667;0.0;0;0.26455026444444446;0.0;0;0.25;0.0;0;0.9312169314444445;0;226
0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;227
0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;230
0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;231
0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;234
