wSW;wR;wPt;SW;R;Pt;kSW;kR
0.0;-0.3874999995;0.0;0.0;-0.05487804870999405;0.0;0.0;-0.06666666666666668
0.0;0.6124999995;0.0;0.0;0.09146341456543725;0.0;0.0;0.13333333333333333
0.0;-0.3874999995;0.0;0.0;-0.3749999995;0.0;0.0;-1.0
0.0;0.6124999995;0.0;0.0;0.6249999995;0.0;0.0;2.0
