wSW;wR;wPt;SW;R;Pt;kSW;kR
0.13750000050000002;0.13310185150000003;0.0;-0.5555555555555556;-0.3500000001390244;0.0;-0.5;-0.13333333333333336
0.4708333335;0.6706018524999999;0.0;0.873015873015873;0.7987804878682332;0.0;1.0;0.6666666666666667
0.13750000050000002;0.13310185150000003;0.0;-1.75;-2.3916666675;0.0;-4.0;-2.0
0.4708333335;0.6706018524999999;0.0;2.75;5.4583333335;0.0;8.0;10.0
