id;d;s;ds;t;wSW;wR;kSW;SW;kR;R;ISBN;not_ISBN;OC;kPt;Pt;wPt;M;claster
16;0.03333333333333333;0.024878329863453168;0.9260653774252504;0.9141267230679516;0.0;0.225;0.0;0.0;0.13333333333333333;0.06585365853979774;0.0;0.375;0.0;0;0;0;0.375;0
28;0.03333333333333333;0.015886870004773665;0.7552627069962261;0.8323024064612833;0.333333333;0.25;0.125;0.10582010571428573;0.06666666666666667;0.03658536585544319;0.25;0.145833333375;0.0;0;0;0;0.208333333375;0
44;0.06666666666666667;0.10790798973384755;1.0;0.8738641643183779;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0;0;0;0.3125;0
50;0.06666666666666667;0.10790798973384755;1.0;0.8738641643183779;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0;0;0;0.3125;0
51;0.06666666666666667;0.09611900275734897;0.8705003129416393;0.8118263558443454;0.0;0.25;0.0;0.0;0.06666666666666667;0.03658536585544319;0.0;0.25;0.0;0;0;0;0.25;0
57;0.06666666666666667;0.10790798973384755;1.0;0.8738641643183779;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0;0;0;0.3125;0
58;0.06666666666666667;0.09500976179683712;0.7809344509457918;0.7689191490312682;0.0;0.666666667;0.0;0.0;0.13333333333333333;0.19512195118024986;0.0;0.25;0.0;0;0;0;0.25;-1
72;0.06666666666666667;0.09333805970611632;0.8442580873905474;0.7992548175126984;0.0;0.25;0.0;0.0;0.06666666666666667;0.03658536585544319;0.0;0.375;0.0;0;0;0;0.375;0
73;0.06666666666666667;0.1031924774556439;0.9555023098028395;0.8525472080881837;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.375;0.0;0;0;0;0.375;0
74;0.06666666666666667;0.08606279227918198;0.7330138629245155;0.745962426937213;0.333333333;0.333333333;0.125;0.10582010571428573;0.06666666666666667;0.0487804877584771;0.0;0.25;0.0;0;0;0;0.25;0
80;0.06666666666666667;0.0877757607696233;0.7552627069962261;0.75662090505231;0.333333333;0.25;0.125;0.10582010571428573;0.06666666666666667;0.03658536585544319;0.5;0.166666666625;0.0;0;0;0;0.29166666662499996;0
84;0.06666666666666667;0.10476431492705325;0.9703348745710526;0.8596528601228699;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0;0;0;0.3125;0
85;0.06666666666666667;0.0979124408292636;0.8813394941767316;0.8170189476624815;0.0;0.333333333;0.0;0.0;0.06666666666666667;0.0487804877584771;1.0;0.0625;0.0;0;0;0;0.3125;0
91;0.06666666666666667;0.09291466637697164;0.8220092412650971;0.7885963393976013;0.0;0.5;0.0;0.0;0.06666666666666667;0.07317073171088638;0.0;0.25;0.0;0;0;0;0.25;0
92;0.06666666666666667;0.10476431492705325;0.9703348745710526;0.8596528601228699;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0;0;0;0.3125;0
101;0.06666666666666667;0.10790798973384755;1.0;0.8738641643183779;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0;0;0;0.3125;0
106;0.06666666666666667;0.10790798973384755;1.0;0.8738641643183779;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0;0;0;0.3125;0
110;0.06666666666666667;0.10790798973384755;1.0;0.8738641643183779;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0;0;0;0.3125;0
119;0.06666666666666667;0.05893714550013284;0.3553539850382653;0.5650415933332517;0.666666667;0.5;0.25;0.4232804231746032;0.06666666666666667;0.07317073171088638;0.0;0.229166666625;0.0;0;0;0;0.229166666625;0
124;0.06666666666666667;0.10790798973384755;1.0;0.8738641643183779;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0;0;0;0.3125;0
128;0.06666666666666667;0.10790798973384755;1.0;0.8738641643183779;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0;0;0;0.3125;0
142;0.06666666666666667;0.10790798973384755;1.0;0.8738641643183779;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0;0;0;0.3125;0
151;0.06666666666666667;0.10790798973384755;1.0;0.8738641643183779;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0;0;0;0.3125;0
159;0.06666666666666667;0.10790798973384755;1.0;0.8738641643183779;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0;0;0;0.3125;0
161;0.06666666666666667;0.09545399474285592;0.8642249988949341;0.808820118343176;0.0;0.25;0.0;0.0;0.06666666666666667;0.03658536585544319;0.0;0.520833333375;0.0;0;0;0;0.520833333375;0
168;0.06666666666666667;0.10790798973384755;1.0;0.8738641643183779;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0;0;0;0.3125;0
169;0.06666666666666667;0.09339748332171387;0.7535512580841682;0.7558010221203795;0.0;0.75;0.0;0.0;0.13333333333333333;0.21951219513265915;0.0;0.375;0.0;0;0;0;0.375;-1
184;0.06666666666666667;0.09162509121567503;0.8220092412650971;0.7885963393976013;0.0;0.333333333;0.0;0.0;0.06666666666666667;0.0487804877584771;0.0;0.5;0.0;0;0;0;0.5;0
185;0.06666666666666667;0.09847696531346466;0.9110046216594184;0.8312302518579896;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0;0;0;0.25;0
189;0.06666666666666667;0.10790798973384755;1.0;0.8738641643183779;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0;0;0;0.3125;0
192;0.06666666666666667;0.07856613060074405;0.644018484583934;0.7033285144768247;0.5;0.333333333;0.125;0.15873015873015872;0.06666666666666667;0.0487804877584771;0.25;0.166666666625;0.0;0;0;0;0.229166666625;0
194;0.06666666666666667;0.09823431874708362;0.8357008387227789;0.7951554028530456;0.0;0.5;0.0;0.0;0.13333333333333333;0.14634146342177276;0.0;1.0;0.0;0;0;0;1.0;0
212;0.1;0.14597315443010878;0.4656474040967672;0.4917426577233908;0.333333333;0.444444444;0.125;0.10582010571428573;0.2;0.19512195118024986;0.0;0.75;0.0;0;0;0;0.75;0
228;0.1;0.1774286788969581;0.582406299104976;0.5476768932457031;0.0;0.583333333;0.0;0.0;0.4;0.5121951219762046;0.0;0.25;0.0;0;0;0;0.25;-1
229;0.1;0.1580037562279801;0.5413315087856707;0.52799970287937;0.333333333;0.333333333;0.375;0.31746031746031744;0.06666666666666667;0.0487804877584771;0.0;0.375;0.0;0;0;0;0.375;0
233;0.1;0.19036868903818097;0.8159240870676542;0.6595453644164635;0.25;0.0;0.125;0.07936507936507936;0.0;0.0;0.5;0.0625;0.0;0;0;0;0.1875;0
